window_id,sub_ID,anchor_date,obs_start,obs_end,target_start,target_end,performance_mean_30d,performance_std_30d,performance_trend_30d,attendance_rate_30d,positive_behavior_count_30d,negative_behavior_count_30d,idea_count_30d,feat_count_30d,teamwork_count_30d,sacrifice_count_30d,lapse_count_30d,slip_count_30d,disruption_count_30d,sabotage_count_30d,n_efficacy_obs,split
98000025_2021-08-28,98000025,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.51,0.2100125309544522,0.21075644949715794,0.9523809523809523,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000026_2021-08-28,98000026,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,1.0421052631578946,0.3371708921694099,0.1678199249687372,0.9047619047619048,5.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,19,train
98000028_2021-08-28,98000028,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6952380952380952,0.2376471974928181,-0.0687599617468922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000030_2021-08-28,98000030,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8149999999999998,0.47047008965837334,0.560681751395827,0.9523809523809523,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,train
98000031_2021-08-28,98000031,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.49523809523809526,0.23124919562279664,0.154160025502072,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,21,train
98000032_2021-08-28,98000032,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6952380952380952,0.4954555383444517,0.059770481351609485,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000033_2021-08-28,98000033,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8809523809523808,0.31083604620289396,-0.01396238444373688,1.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,21,train
98000034_2021-08-28,98000034,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5777777777777778,0.6264329977368648,-0.2602204052612869,0.8571428571428571,1.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,18,train
98000035_2021-08-28,98000035,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.795,0.3456115860631015,0.059078590785907915,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000036_2021-08-28,98000036,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6900000000000001,0.4961960563283322,0.11749689294951468,0.9523809523809523,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000037_2021-08-28,98000037,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8952380952380953,0.38010023740612225,0.18629263627669723,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,21,train
98000038_2021-08-28,98000038,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.575,0.6033895486072169,0.4134218964727436,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000040_2021-08-28,98000040,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.33,0.1380312702938989,0.10601564607499332,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000041_2021-08-28,98000041,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.9904761904761905,0.3389760491609428,0.33643608543194087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000042_2021-08-28,98000042,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.9400000000000001,0.7081480665867318,0.06050943606095433,0.9523809523809523,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20,train
98000043_2021-08-28,98000043,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.77,0.2992974229231201,-0.15341202381362126,0.9523809523809523,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000044_2021-08-28,98000044,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.54,0.17591864148251213,-0.07302142544818507,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000045_2021-08-28,98000045,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8238095238095239,0.3207877209382583,0.5225374561683134,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000046_2021-08-28,98000046,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7049999999999998,0.2645253942640032,0.30204778156996587,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000047_2021-08-28,98000047,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.485,0.38835008622850103,0.10233584959407489,0.9523809523809523,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000049_2021-08-28,98000049,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.675,0.25930067895256875,0.6320158102766799,0.9523809523809523,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,20,train
98000050_2021-08-28,98000050,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8055555555555556,0.7099894135268929,-0.29510703363914426,0.8571428571428571,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18,train
98000053_2021-08-28,98000053,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7142857142857143,0.3037856387088012,-0.3500159387950272,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,train
98000055_2021-08-28,98000055,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6571428571428571,0.5065288032989127,0.7287217086388268,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000056_2021-08-28,98000056,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.363157894736842,0.2113725681660215,0.08348273442980741,0.9047619047619048,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000058_2021-08-28,98000058,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.45499999999999996,0.303445130737702,0.1403646204244414,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000060_2021-08-28,98000060,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.9049999999999999,0.6847781046671827,0.14615098549646732,0.9523809523809523,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20,train
98000064_2021-08-28,98000064,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7499999999999999,0.24602096615832092,0.42687747035573126,0.9523809523809523,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000066_2021-08-28,98000066,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7428571428571429,0.27851647809677005,-0.14832642652215514,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21,train
98000067_2021-08-28,98000067,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.4800000000000001,0.25256578090511494,-0.021099098425049662,0.9523809523809523,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20,train
98000068_2021-08-28,98000068,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.4238095238095238,0.27911424525588424,0.16506216130060547,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000069_2021-08-28,98000069,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.635,0.2368099393362134,0.24880546075085286,0.9523809523809523,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,train
98000070_2021-08-28,98000070,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.42857142857142855,0.19530196400153568,0.3784188715333122,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,21,train
98000071_2021-08-28,98000071,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.51,0.2633788546042214,-0.010455674613473414,0.9523809523809523,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,20,train
98000072_2021-08-28,98000072,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.4600000000000001,0.3315037508718495,0.13008130081300812,0.9523809523809523,5.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20,train
98000073_2021-08-28,98000073,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.44210526315789467,0.3254326854336208,0.27323889739663093,0.9047619047619048,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000074_2021-08-28,98000074,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.638095238095238,0.6248809410409238,-0.5544788014026143,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000075_2021-08-28,98000075,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5736842105263157,0.5031479849277368,0.7158118010026998,0.9047619047619048,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,train
98000076_2021-08-28,98000076,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.625,0.39185792269513625,-0.09371142119636382,0.9523809523809523,5.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,20,train
98000078_2021-08-28,98000078,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6142857142857143,0.1956673562087307,0.11992349378386982,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,train
98000079_2021-08-28,98000079,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5523809523809524,0.5758637404968712,0.26232068855594515,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,train
98000082_2021-08-28,98000082,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.655,0.42112006039033323,0.8817120068366331,0.9523809523809523,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20,train
98000084_2021-08-28,98000084,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.44000000000000006,0.1729009451741235,0.3445561871447312,0.9523809523809523,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,train
98000087_2021-08-28,98000087,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.765,0.3265046142980138,-0.1406741269143644,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000089_2021-08-28,98000089,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5952380952380952,0.45549554385986096,0.25658272234619056,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000090_2021-08-28,98000090,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6449999999999999,0.2502104377476982,0.34889805776391297,0.9523809523809523,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,20,train
98000091_2021-08-28,98000091,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5999999999999999,0.19748417658131498,-0.2108702582084795,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,21,train
98000092_2021-08-28,98000092,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.445,0.17614288458371996,0.2786561264822135,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000093_2021-08-28,98000093,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.67,0.4437875262116463,0.005982053838485194,0.9523809523809523,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000094_2021-08-28,98000094,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.625,0.2510504247944498,0.19576934811349544,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000095_2021-08-28,98000095,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7428571428571429,0.3918819064098629,0.3778450749123367,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21,train
98000096_2021-08-28,98000096,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.3611111111111111,0.3108600761244592,0.05040157351253909,0.8571428571428571,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,18,train
98000098_2021-08-28,98000098,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.635,0.35433406776507864,0.1668553637135578,0.9523809523809523,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20,train
98000099_2021-08-28,98000099,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.40476190476190477,0.10712698295103094,0.0687599617468917,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000100_2021-08-28,98000100,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6285714285714287,0.1978455385973036,-0.1919349697162897,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,21,train
98000104_2021-08-28,98000104,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5684210526315789,0.19451544234312482,-0.035126189491104354,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000106_2021-08-28,98000106,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.615,0.35876249290552864,0.032825112107623046,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000109_2021-08-28,98000109,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.53,0.20545200489600843,0.2480814091078132,0.9523809523809523,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,train
98000110_2021-08-28,98000110,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5714285714285714,0.20283702113484395,0.3325151418552757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000111_2021-08-28,98000111,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.31,0.2425739171122029,0.3394691345469337,0.9523809523809523,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,20,train
98000113_2021-08-28,98000113,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.51,0.2693071031173773,-0.18053738552883153,0.9523809523809523,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,train
98000114_2021-08-28,98000114,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.355,0.42112006039033323,0.40032172384123316,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000115_2021-08-28,98000115,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,1.180952380952381,0.4249929971411854,0.19088300924450013,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,21,train
98000116_2021-08-28,98000116,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7714285714285714,0.3689754153637572,-0.16353203697800484,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21,train
98000118_2021-08-28,98000118,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.3190476190476191,0.18335497707738294,-0.10251832961428126,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,21,train
98000120_2021-08-28,98000120,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8571428571428573,0.33700360320244144,-0.21115715651896758,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000122_2021-08-28,98000122,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5238095238095238,0.23644187849186513,0.20522792476888727,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,train
98000123_2021-08-28,98000123,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5523809523809524,0.17781745588959377,0.1116990755498884,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21,train
98000125_2021-08-28,98000125,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5476190476190477,0.47288375698373025,-0.045425565827223825,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,train
98000127_2021-08-28,98000127,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6095238095238095,0.26439508676365736,-0.11753267452980577,1.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,21,train
98000130_2021-08-28,98000130,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5380952380952382,0.47799183097223585,0.24481989161619355,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,21,train
98000131_2021-08-28,98000131,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5523809523809524,0.5085460132761318,0.01329295505259778,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,21,train
98000133_2021-08-28,98000133,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6333333333333333,0.241522945769824,0.21421740516416937,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000136_2021-08-28,98000136,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.735,0.7875845819238786,0.9834329453706621,0.9523809523809523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000137_2021-08-28,98000137,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6047619047619048,0.25976179564399093,-0.08788651577940734,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000139_2021-08-28,98000139,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.40952380952380957,0.22114421065169648,0.13751992349378367,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,train
98000140_2021-08-28,98000140,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.395,0.1669383750149485,-0.032138172278093326,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000144_2021-08-28,98000144,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.635,0.6019923062980999,0.30428052227756075,0.9523809523809523,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000145_2021-08-28,98000145,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,1.1166666666666667,0.693880817025009,0.09956482986420585,0.8571428571428571,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,18,train
98000146_2021-08-28,98000146,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6950000000000001,0.29464519251751625,0.029091977666764305,0.9523809523809523,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000147_2021-08-28,98000147,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8350000000000002,0.22307657406087456,-0.1782877910889748,0.9523809523809523,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20,train
98000148_2021-08-28,98000148,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.30476190476190473,0.18296499795368096,-0.07784507491233687,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,21,train
98000149_2021-08-28,98000149,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.8299999999999998,0.38946657177005034,0.31031442844548873,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000150_2021-08-28,98000150,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.36,0.405748171834906,0.11834557713595666,0.9523809523809523,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000151_2021-08-28,98000151,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5947368421052632,0.5948610334547112,0.9650968204637819,0.9047619047619048,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19,train
98000153_2021-08-28,98000153,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5095238095238096,0.23217399058628835,-0.09544150462225086,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,train
98000155_2021-08-28,98000155,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.9368421052631579,0.3303374138930434,0.35322204145151037,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000159_2021-08-28,98000159,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.4904761904761904,0.5019011475427825,-0.07727127829136132,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000160_2021-08-28,98000160,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6047619047619048,0.38402628878266976,0.5607905642333442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000161_2021-08-28,98000161,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6950000000000001,0.3410124245305595,0.3306213769958301,0.9523809523809523,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,train
98000162_2021-08-28,98000162,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.395,0.2258900524358558,0.14081632653061232,0.9523809523809523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000164_2021-08-28,98000164,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5380952380952382,0.21558337244831866,0.009850175326745198,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000166_2021-08-28,98000166,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.3952380952380953,0.24387740870402588,0.17424290723621289,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000167_2021-08-28,98000167,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.45238095238095244,0.25420276870846154,-0.137328657953459,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000168_2021-08-28,98000168,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.48421052631578937,0.22425966570210237,-0.09628154050464832,0.9047619047619048,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,19,train
98000170_2021-08-28,98000170,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.9722222222222222,0.49444628038140453,0.06928599254271246,0.8571428571428571,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,train
98000171_2021-08-28,98000171,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6476190476190476,0.2993644060656637,0.6072680905323555,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000173_2021-08-28,98000173,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7571428571428571,0.6652604216180522,-0.267389225374562,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000174_2021-08-28,98000174,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.5761904761904761,0.30315798175994296,0.35106789926681514,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,train
98000175_2021-08-28,98000175,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,1.0047619047619047,0.8840114198788331,0.8600255020720434,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,train
98000176_2021-08-28,98000176,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7333333333333334,0.37727090178455763,0.13991074274784826,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
98000177_2021-08-28,98000177,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6714285714285714,0.6443158054423757,0.4630538731271913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,train
98000178_2021-08-28,98000178,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7999999999999999,0.24708830724853692,-0.030855127828386928,0.9523809523809523,5.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,20,train
98000180_2021-08-28,98000180,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.63,0.2273416163537063,-0.14746948848845445,0.9523809523809523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000181_2021-08-28,98000181,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.765,0.24553914898486257,0.06420095337908717,0.9523809523809523,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000182_2021-08-28,98000182,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.36,0.5164657221009573,0.40964100477982285,0.9523809523809523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000185_2021-08-28,98000185,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.7849999999999999,0.21830688201896456,0.20255088799080515,0.9523809523809523,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,train
98000186_2021-08-28,98000186,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.4809523809523809,0.2337071834990265,0.09649346509403887,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,21,train
98000187_2021-08-28,98000187,2021-08-28,2021-07-30,2021-08-28,2021-08-29,2021-09-27,0.6047619047619048,0.26358336532526194,0.04867708001275114,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,train
