window_id,sub_ID,anchor_date,obs_start,obs_end,target_start,target_end,future_actual_efficacy_mean_30d,n_target_efficacy_obs,audit_sub_age,audit_sub_sex,audit_sup_ID,split
98000255_2021-10-27,98000255,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6300454545454547,22,34,F,98000012.0,embargo
98000256_2021-10-27,98000256,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.955090909090909,22,65,F,98000012.0,embargo
98000258_2021-10-27,98000258,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8620500000000002,20,46,F,98000012.0,embargo
98000259_2021-10-27,98000259,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6394090909090909,22,45,F,98000012.0,embargo
98000261_2021-10-27,98000261,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6185454545454546,22,44,F,98000012.0,embargo
98000266_2021-10-27,98000266,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.085047619047619,21,62,M,98000012.0,embargo
98000268_2021-10-27,98000268,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.777090909090909,22,63,F,98000013.0,embargo
98000269_2021-10-27,98000269,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5299545454545455,22,21,F,98000013.0,embargo
98000270_2021-10-27,98000270,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7561000000000002,20,55,F,98000013.0,embargo
98000271_2021-10-27,98000271,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8520526315789474,19,22,F,98000013.0,embargo
98000272_2021-10-27,98000272,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9369500000000001,20,59,F,98000013.0,embargo
98000273_2021-10-27,98000273,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8035909090909091,22,50,F,98000013.0,embargo
98000274_2021-10-27,98000274,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8378421052631578,19,41,M,98000013.0,embargo
98000276_2021-10-27,98000276,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6549047619047619,21,21,M,98000013.0,embargo
98000277_2021-10-27,98000277,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8105909090909091,22,25,F,98000013.0,embargo
98000279_2021-10-27,98000279,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5927272727272728,22,58,F,98000013.0,embargo
98000281_2021-10-27,98000281,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0717142857142858,21,36,F,98000013.0,embargo
98000282_2021-10-27,98000282,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5871999999999999,20,52,M,98000013.0,embargo
98000283_2021-10-27,98000283,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7457499999999999,20,26,F,98000013.0,embargo
98000284_2021-10-27,98000284,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.598,22,28,M,98000013.0,embargo
98000285_2021-10-27,98000285,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6376666666666667,21,65,F,98000013.0,embargo
98000286_2021-10-27,98000286,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5571499999999999,20,20,F,98000013.0,embargo
98000287_2021-10-27,98000287,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5966190476190476,21,44,M,98000553.0,embargo
98000289_2021-10-27,98000289,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9589545454545455,22,30,M,98000553.0,embargo
98000291_2021-10-27,98000291,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7145,22,19,M,98000553.0,embargo
98000292_2021-10-27,98000292,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6724761904761903,21,44,F,98000553.0,embargo
98000293_2021-10-27,98000293,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9665999999999999,20,48,M,98000553.0,embargo
98000294_2021-10-27,98000294,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.2859545454545456,22,44,M,98000553.0,embargo
98000296_2021-10-27,98000296,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6602105263157895,19,45,F,98000553.0,embargo
98000297_2021-10-27,98000297,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5569545454545456,22,27,F,98000553.0,embargo
98000298_2021-10-27,98000298,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4854285714285714,21,63,F,98000553.0,embargo
98000299_2021-10-27,98000299,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4159545454545455,22,50,F,98000553.0,embargo
98000301_2021-10-27,98000301,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.47695238095238096,21,25,M,98000553.0,embargo
98000302_2021-10-27,98000302,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8349545454545454,22,62,M,98000553.0,embargo
98000303_2021-10-27,98000303,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5980952380952381,21,64,F,98000553.0,embargo
98000304_2021-10-27,98000304,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6414545454545455,22,20,F,98000553.0,embargo
98000305_2021-10-27,98000305,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.3684545454545454,22,22,M,98000553.0,embargo
98000306_2021-10-27,98000306,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6549090909090909,22,50,F,98000553.0,embargo
98000308_2021-10-27,98000308,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7275999999999999,20,40,F,98000015.0,embargo
98000309_2021-10-27,98000309,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.478,22,19,M,98000015.0,embargo
98000310_2021-10-27,98000310,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.57555,20,41,M,98000015.0,embargo
98000311_2021-10-27,98000311,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.854818181818182,22,62,F,98000015.0,embargo
98000312_2021-10-27,98000312,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8856666666666668,21,39,M,98000015.0,embargo
98000313_2021-10-27,98000313,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6584090909090909,22,39,M,98000015.0,embargo
98000316_2021-10-27,98000316,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5688181818181818,22,47,M,98000015.0,embargo
98000317_2021-10-27,98000317,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.3281818181818182,22,27,F,98000015.0,embargo
98000319_2021-10-27,98000319,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8686818181818183,22,54,M,98000015.0,embargo
98000321_2021-10-27,98000321,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.42089999999999994,20,36,M,98000015.0,embargo
98000322_2021-10-27,98000322,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.36590909090909085,22,36,M,98000015.0,embargo
98000323_2021-10-27,98000323,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6567727272727273,22,37,M,98000015.0,embargo
98000324_2021-10-27,98000324,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5171904761904761,21,29,M,98000015.0,embargo
98000327_2021-10-27,98000327,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.49477272727272725,22,18,M,98000605.0,embargo
98000328_2021-10-27,98000328,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0630000000000002,22,26,F,98000605.0,embargo
98000329_2021-10-27,98000329,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4737727272727273,22,64,F,98000605.0,embargo
98000330_2021-10-27,98000330,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7429047619047618,21,59,F,98000605.0,embargo
98000331_2021-10-27,98000331,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8072272727272728,22,31,M,98000605.0,embargo
98000332_2021-10-27,98000332,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0312857142857144,21,38,M,98000605.0,embargo
98000333_2021-10-27,98000333,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8121363636363635,22,60,M,98000605.0,embargo
98000334_2021-10-27,98000334,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.925142857142857,21,34,F,98000605.0,embargo
98000337_2021-10-27,98000337,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.41052380952380946,21,22,F,98000605.0,embargo
98000339_2021-10-27,98000339,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9055238095238096,21,26,F,98000605.0,embargo
98000340_2021-10-27,98000340,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5329545454545455,22,55,F,98000605.0,embargo
98000343_2021-10-27,98000343,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.712190476190476,21,34,F,98000605.0,embargo
98000344_2021-10-27,98000344,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8704090909090909,22,56,M,98000605.0,embargo
98000345_2021-10-27,98000345,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7892727272727271,22,42,M,98000605.0,embargo
98000346_2021-10-27,98000346,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6539047619047619,21,28,F,98000605.0,embargo
98000347_2021-10-27,98000347,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.59215,20,32,F,98000017.0,embargo
98000348_2021-10-27,98000348,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.081238095238095,21,30,M,98000017.0,embargo
98000349_2021-10-27,98000349,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6259090909090909,22,55,F,98000017.0,embargo
98000351_2021-10-27,98000351,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7011904761904763,21,54,F,98000252.0,embargo
98000355_2021-10-27,98000355,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7009545454545454,22,55,F,98000017.0,embargo
98000356_2021-10-27,98000356,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8086363636363636,22,24,F,98000017.0,embargo
98000357_2021-10-27,98000357,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7537142857142858,21,49,M,98000017.0,embargo
98000358_2021-10-27,98000358,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9118181818181817,22,57,M,98000017.0,embargo
98000359_2021-10-27,98000359,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6050454545454546,22,27,M,98000017.0,embargo
98000360_2021-10-27,98000360,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5237272727272727,22,63,M,98000017.0,embargo
98000361_2021-10-27,98000361,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.718047619047619,21,56,M,98000017.0,embargo
98000362_2021-10-27,98000362,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7478636363636363,22,58,M,98000017.0,embargo
98000363_2021-10-27,98000363,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7600454545454546,22,39,M,98000017.0,embargo
98000364_2021-10-27,98000364,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7377272727272728,22,52,M,98000017.0,embargo
98000365_2021-10-27,98000365,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7692380952380953,21,45,F,98000017.0,embargo
98000367_2021-10-27,98000367,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8880909090909093,22,42,F,98000017.0,embargo
98000368_2021-10-27,98000368,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7146190476190476,21,41,F,98000018.0,embargo
98000370_2021-10-27,98000370,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6179545454545454,22,33,F,98000018.0,embargo
98000373_2021-10-27,98000373,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5572272727272728,22,38,F,98000018.0,embargo
98000375_2021-10-27,98000375,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.44538095238095227,21,41,M,98000018.0,embargo
98000376_2021-10-27,98000376,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.241,22,19,F,98000018.0,embargo
98000377_2021-10-27,98000377,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.04555,20,46,M,98000018.0,embargo
98000378_2021-10-27,98000378,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.45120000000000005,20,36,M,98000018.0,embargo
98000379_2021-10-27,98000379,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5110952380952382,21,47,F,98000018.0,embargo
98000381_2021-10-27,98000381,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7407142857142857,21,34,M,98000018.0,embargo
98000383_2021-10-27,98000383,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6518636363636364,22,37,F,98000018.0,embargo
98000384_2021-10-27,98000384,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.652047619047619,21,64,F,98000018.0,embargo
98000385_2021-10-27,98000385,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.732904761904762,21,42,M,98000018.0,embargo
98000386_2021-10-27,98000386,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9313499999999999,20,40,M,98000018.0,embargo
98000387_2021-10-27,98000387,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.50225,20,31,M,98000018.0,embargo
98000389_2021-10-27,98000389,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6543999999999999,20,43,M,98000019.0,embargo
98000390_2021-10-27,98000390,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.3668095238095238,21,19,M,98000019.0,embargo
98000391_2021-10-27,98000391,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7427272727272729,22,51,F,98000019.0,embargo
98000393_2021-10-27,98000393,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6009047619047619,21,53,M,98000019.0,embargo
98000394_2021-10-27,98000394,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5191,20,29,F,98000019.0,embargo
98000395_2021-10-27,98000395,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8720952380952381,21,36,F,98000019.0,embargo
98000396_2021-10-27,98000396,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5227142857142858,21,30,F,98000019.0,embargo
98000397_2021-10-27,98000397,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6272857142857143,21,37,F,98000019.0,embargo
98000398_2021-10-27,98000398,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8711363636363635,22,24,F,98000019.0,embargo
98000400_2021-10-27,98000400,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5892857142857143,21,53,M,98000019.0,embargo
98000401_2021-10-27,98000401,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6004090909090909,22,63,M,98000019.0,embargo
98000402_2021-10-27,98000402,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5950952380952381,21,41,F,98000019.0,embargo
98000403_2021-10-27,98000403,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9688636363636364,22,53,M,98000019.0,embargo
98000404_2021-10-27,98000404,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4984090909090908,22,44,M,98000019.0,embargo
98000405_2021-10-27,98000405,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.761857142857143,21,48,M,98000019.0,embargo
98000408_2021-10-27,98000408,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9135500000000001,20,41,F,98000593.0,embargo
98000409_2021-10-27,98000409,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6818571428571429,21,18,M,98000593.0,embargo
98000410_2021-10-27,98000410,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8794545454545456,22,41,F,98000593.0,embargo
98000411_2021-10-27,98000411,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.853409090909091,22,51,F,98000593.0,embargo
98000412_2021-10-27,98000412,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.749421052631579,19,42,M,98000593.0,embargo
98000413_2021-10-27,98000413,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6797727272727272,22,23,F,98000593.0,embargo
98000414_2021-10-27,98000414,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5102272727272728,22,50,F,98000593.0,embargo
98000418_2021-10-27,98000418,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9251578947368421,19,22,M,98000593.0,embargo
98000419_2021-10-27,98000419,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9099090909090909,22,41,F,98000593.0,embargo
98000420_2021-10-27,98000420,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.464590909090909,22,25,M,98000593.0,embargo
98000421_2021-10-27,98000421,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6293333333333333,21,55,F,98000593.0,embargo
98000423_2021-10-27,98000423,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5963181818181819,22,63,M,98000593.0,embargo
98000425_2021-10-27,98000425,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9725238095238096,21,34,F,98000593.0,embargo
98000426_2021-10-27,98000426,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8635555555555556,18,38,M,98000593.0,embargo
98000427_2021-10-27,98000427,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.894047619047619,21,49,M,98000593.0,embargo
98000428_2021-10-27,98000428,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5887727272727272,22,37,F,98000021.0,embargo
98000429_2021-10-27,98000429,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5352857142857143,21,21,M,98000021.0,embargo
98000430_2021-10-27,98000430,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7597272727272727,22,41,F,98000021.0,embargo
98000431_2021-10-27,98000431,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7283499999999999,20,48,M,98000021.0,embargo
98000432_2021-10-27,98000432,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5676363636363637,22,34,M,98000021.0,embargo
98000433_2021-10-27,98000433,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.3402272727272727,22,64,F,98000021.0,embargo
98000434_2021-10-27,98000434,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7655909090909091,22,28,F,98000021.0,embargo
98000435_2021-10-27,98000435,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5253809523809524,21,32,M,98000021.0,embargo
98000436_2021-10-27,98000436,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7015714285714286,21,61,M,98000021.0,embargo
98000437_2021-10-27,98000437,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8447727272727273,22,28,M,98000021.0,embargo
98000438_2021-10-27,98000438,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.892681818181818,22,34,F,98000021.0,embargo
98000439_2021-10-27,98000439,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7018571428571428,21,46,F,98000021.0,embargo
98000441_2021-10-27,98000441,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7242857142857142,21,65,F,98000021.0,embargo
98000443_2021-10-27,98000443,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.683590909090909,22,23,M,98000252.0,embargo
98000444_2021-10-27,98000444,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7606190476190475,21,47,M,98000021.0,embargo
98000445_2021-10-27,98000445,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.39909090909090905,22,57,F,98000021.0,embargo
98000446_2021-10-27,98000446,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5524210526315789,19,25,M,98000021.0,embargo
98000447_2021-10-27,98000447,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8331818181818185,22,43,M,98000021.0,embargo
98000448_2021-10-27,98000448,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6235,22,19,F,98000021.0,embargo
98000449_2021-10-27,98000449,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7931052631578948,19,64,M,98000022.0,embargo
98000451_2021-10-27,98000451,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6082380952380954,21,65,M,98000022.0,embargo
98000452_2021-10-27,98000452,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0070454545454544,22,42,F,98000022.0,embargo
98000456_2021-10-27,98000456,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4280454545454546,22,20,M,98000022.0,embargo
98000457_2021-10-27,98000457,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.1196190476190477,21,46,M,98000022.0,embargo
98000458_2021-10-27,98000458,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.091095238095238,21,44,F,98000022.0,embargo
98000460_2021-10-27,98000460,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.863142857142857,21,60,F,98000022.0,embargo
98000461_2021-10-27,98000461,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7014761904761904,21,53,F,98000022.0,embargo
98000463_2021-10-27,98000463,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0890000000000002,22,55,F,98000022.0,embargo
98000465_2021-10-27,98000465,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9382727272727273,22,47,M,98000022.0,embargo
98000467_2021-10-27,98000467,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8760909090909089,22,58,F,98000022.0,embargo
98000468_2021-10-27,98000468,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6242727272727273,22,33,F,98000022.0,embargo
98000469_2021-10-27,98000469,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8145454545454546,22,36,F,98000674.0,embargo
98000472_2021-10-27,98000472,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6057272727272728,22,23,F,98000674.0,embargo
98000473_2021-10-27,98000473,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4542727272727273,22,24,M,98000674.0,embargo
98000474_2021-10-27,98000474,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5193181818181819,22,54,M,98000674.0,embargo
98000475_2021-10-27,98000475,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.714,19,49,F,98000674.0,embargo
98000476_2021-10-27,98000476,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.821904761904762,21,29,F,98000674.0,embargo
98000477_2021-10-27,98000477,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0158181818181815,22,45,F,98000674.0,embargo
98000478_2021-10-27,98000478,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0266666666666668,21,39,F,98000674.0,embargo
98000479_2021-10-27,98000479,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.3987,20,23,M,98000674.0,embargo
98000480_2021-10-27,98000480,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8093809523809524,21,30,F,98000674.0,embargo
98000483_2021-10-27,98000483,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7343181818181819,22,36,F,98000674.0,embargo
98000484_2021-10-27,98000484,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.0445,22,55,F,98000674.0,embargo
98000485_2021-10-27,98000485,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.6454285714285715,21,47,M,98000674.0,embargo
98000486_2021-10-27,98000486,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5023181818181818,22,20,F,98000674.0,embargo
98000488_2021-10-27,98000488,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.9687619047619046,21,59,M,98000674.0,embargo
98000489_2021-10-27,98000489,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.886090909090909,22,62,M,98000024.0,embargo
98000490_2021-10-27,98000490,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8769090909090909,22,60,F,98000024.0,embargo
98000491_2021-10-27,98000491,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.930142857142857,21,38,M,98000024.0,embargo
98000492_2021-10-27,98000492,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4326363636363636,22,29,M,98000024.0,embargo
98000493_2021-10-27,98000493,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.8540952380952382,21,52,F,98000024.0,embargo
98000494_2021-10-27,98000494,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.703047619047619,21,45,M,98000024.0,embargo
98000495_2021-10-27,98000495,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.1841363636363638,22,45,F,98000024.0,embargo
98000496_2021-10-27,98000496,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.56925,20,65,F,98000024.0,embargo
98000497_2021-10-27,98000497,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.43336363636363645,22,21,F,98000024.0,embargo
98000499_2021-10-27,98000499,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.7907727272727272,22,20,M,98000024.0,embargo
98000500_2021-10-27,98000500,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.61265,20,59,F,98000024.0,embargo
98000501_2021-10-27,98000501,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.4921904761904761,21,22,F,98000024.0,embargo
98000502_2021-10-27,98000502,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,1.170190476190476,21,50,M,98000024.0,embargo
98000503_2021-10-27,98000503,2021-10-27,2021-09-28,2021-10-27,2021-10-28,2021-11-26,0.5929999999999999,20,32,F,98000024.0,embargo
